,city,area,rooms,bathroom,parking_spaces,animal,furniture,hoa_(BRL),rent_amount_(BRL),property_tax_(BRL),fire_insurance_(BRL),target
4276,4.0,76.0,2.0,1.0,0.0,0.0,1.0,502.0,1700.0,62.0,22.0,7.734996318817139
4277,4.0,168.0,4.0,3.0,3.0,0.0,1.0,1900.0,3500.0,768.0,45.0,8.734560012817383
4278,4.0,148.0,3.0,3.0,3.0,1.0,0.0,2064.0,4348.0,542.0,31.0,8.851663589477539
4279,0.0,220.0,4.0,3.0,3.0,0.0,1.0,1500.0,4600.0,547.0,62.0,8.811354637145996
4280,4.0,120.0,3.0,3.0,2.0,0.0,1.0,200.0,2039.0,0.0,8.0,7.717796325683594
4281,1.0,136.0,4.0,5.0,2.0,0.0,1.0,1300.0,3800.0,280.0,49.0,8.59969425201416
4282,3.0,50.0,1.0,1.0,1.0,0.0,1.0,750.0,860.0,84.0,12.0,7.442492485046387
4283,2.0,78.0,3.0,1.0,1.0,0.0,1.0,500.0,1200.0,400.0,18.0,7.6586995124816895
4284,4.0,42.0,1.0,1.0,1.0,1.0,1.0,1200.0,2350.0,151.0,30.0,8.224699974060059
4285,4.0,45.0,1.0,1.0,0.0,1.0,1.0,0.0,1400.0,69.0,18.0,7.305188179016113
4286,4.0,170.0,5.0,4.0,4.0,0.0,0.0,0.0,6000.0,350.0,91.0,8.770594596862793
4287,0.0,310.0,5.0,2.0,1.0,1.0,1.0,0.0,3500.0,208.0,58.0,8.234034538269043
4288,4.0,170.0,6.0,5.0,1.0,0.0,1.0,0.0,3468.0,0.0,53.0,8.166784286499023
4289,4.0,68.0,2.0,1.0,1.0,0.0,1.0,626.0,1200.0,0.0,16.0,7.5191497802734375
4290,4.0,380.0,4.0,5.0,5.0,0.0,1.0,4200.0,15000.0,1800.0,191.0,9.961331367492676
4291,4.0,62.0,2.0,1.0,1.0,0.0,0.0,220.0,1590.0,40.0,21.0,7.534762859344482
4292,4.0,30.0,1.0,1.0,1.0,0.0,1.0,500.0,1560.0,61.0,20.0,7.669495105743408
4293,0.0,50.0,2.0,1.0,1.0,0.0,1.0,160.0,800.0,0.0,11.0,6.8793559074401855
4294,0.0,20.0,1.0,1.0,0.0,1.0,1.0,0.0,500.0,42.0,7.0,6.309918403625488
4295,4.0,63.0,2.0,2.0,1.0,0.0,1.0,0.0,1920.0,79.0,29.0,7.615298271179199
4296,4.0,60.0,1.0,1.0,0.0,0.0,1.0,0.0,2000.0,0.0,31.0,7.616775989532471
4297,4.0,86.0,3.0,3.0,0.0,0.0,0.0,1100.0,3000.0,100.0,39.0,8.35231876373291
4298,4.0,100.0,3.0,2.0,1.0,0.0,1.0,1020.0,2900.0,0.0,37.0,8.283493995666504
4299,4.0,70.0,2.0,2.0,1.0,0.0,1.0,1100.0,2850.0,179.0,37.0,8.334951400756836
4300,4.0,42.0,1.0,1.0,1.0,1.0,0.0,560.0,3300.0,172.0,42.0,8.312625885009766
4301,4.0,90.0,3.0,2.0,0.0,0.0,0.0,480.0,3000.0,1.0,39.0,8.166500091552734
4302,4.0,45.0,1.0,1.0,1.0,1.0,0.0,3000.0,5520.0,0.0,70.0,9.058470726013184
4303,2.0,73.0,2.0,3.0,1.0,0.0,1.0,400.0,1957.0,79.0,29.0,7.810352802276611
4304,2.0,209.0,3.0,3.0,2.0,0.0,0.0,450.0,3500.0,542.0,52.0,8.421783447265625
4305,4.0,200.0,4.0,3.0,2.0,0.0,1.0,2200.0,2000.0,216.0,26.0,8.39908504486084
4306,3.0,94.0,2.0,2.0,2.0,0.0,1.0,918.0,2700.0,92.0,35.0,8.22844409942627
4307,2.0,115.0,2.0,2.0,1.0,0.0,1.0,300.0,1847.0,9.0,27.0,7.688913345336914
4308,0.0,200.0,4.0,2.0,1.0,1.0,1.0,1800.0,3000.0,327.0,40.0,8.550241470336914
4309,2.0,147.0,3.0,1.0,1.0,1.0,1.0,500.0,2666.0,100.0,39.0,8.103494644165039
4310,4.0,60.0,1.0,1.0,1.0,0.0,0.0,1800.0,2000.0,0.0,26.0,8.249836921691895
4311,4.0,200.0,3.0,3.0,6.0,0.0,1.0,0.0,6000.0,500.0,91.0,8.793612480163574
4312,3.0,150.0,2.0,1.0,0.0,0.0,1.0,450.0,1500.0,180.0,20.0,7.673687934875488
4313,4.0,135.0,2.0,3.0,2.0,0.0,1.0,0.0,3300.0,67.0,50.0,8.136811256408691
4314,4.0,78.0,1.0,2.0,2.0,0.0,1.0,682.0,2300.0,215.0,30.0,8.079618453979492
4315,4.0,124.0,3.0,3.0,2.0,0.0,1.0,0.0,4000.0,92.0,61.0,8.331827163696289
4316,2.0,102.0,3.0,2.0,1.0,0.0,1.0,800.0,3000.0,234.0,44.0,8.313607215881348
4317,1.0,200.0,5.0,2.0,4.0,0.0,1.0,0.0,3200.0,269.0,49.0,8.165931701660156
4318,4.0,150.0,3.0,2.0,3.0,1.0,1.0,0.0,3000.0,375.0,46.0,8.137980461120605
4319,3.0,40.0,1.0,2.0,0.0,0.0,1.0,800.0,1780.0,209.0,23.0,7.942006587982178
4320,4.0,240.0,3.0,4.0,4.0,1.0,1.0,1700.0,5000.0,1000.0,64.0,8.957382202148438
4321,4.0,102.0,3.0,3.0,0.0,0.0,1.0,1270.0,3500.0,434.0,45.0,8.565983772277832
4322,4.0,149.0,3.0,3.0,2.0,1.0,1.0,2000.0,5400.0,0.0,69.0,8.91865062713623
4323,4.0,300.0,4.0,2.0,3.0,0.0,1.0,0.0,7182.0,709.0,108.0,8.987196922302246
4324,0.0,75.0,2.0,2.0,2.0,1.0,0.0,823.0,4200.0,384.0,56.0,8.605936050415039
4325,4.0,48.0,2.0,1.0,1.0,0.0,1.0,438.0,1723.0,0.0,22.0,7.688913345336914
4326,3.0,58.0,2.0,1.0,0.0,1.0,1.0,515.0,1232.0,51.0,16.0,7.503840923309326
4327,2.0,59.0,2.0,1.0,0.0,0.0,1.0,430.0,700.0,17.0,11.0,7.055312633514404
4328,3.0,136.0,3.0,2.0,1.0,0.0,1.0,2300.0,3800.0,600.0,49.0,8.81729793548584
4329,4.0,35.0,1.0,1.0,1.0,0.0,0.0,815.0,3200.0,149.0,41.0,8.344266891479492
4330,4.0,103.0,3.0,2.0,1.0,0.0,1.0,944.0,4400.0,126.0,56.0,8.617400169372559
4331,4.0,129.0,3.0,2.0,3.0,0.0,1.0,1190.0,3400.0,811.0,44.0,8.602636337280273
4332,4.0,175.0,3.0,3.0,3.0,0.0,1.0,1700.0,3500.0,153.0,45.0,8.593969345092773
4333,1.0,96.0,3.0,2.0,2.0,0.0,0.0,750.0,3400.0,138.0,44.0,8.374015808105469
4334,3.0,60.0,2.0,1.0,0.0,0.0,0.0,700.0,1900.0,51.0,25.0,7.892452239990234
4335,4.0,38.0,1.0,1.0,1.0,0.0,1.0,335.0,1375.0,3.0,18.0,7.457032203674316
4336,0.0,211.0,3.0,3.0,3.0,1.0,0.0,900.0,2500.0,264.0,34.0,8.21581745147705
4337,4.0,72.0,2.0,1.0,1.0,0.0,1.0,650.0,1000.0,12.0,13.0,7.42416524887085
4338,4.0,440.0,1.0,2.0,4.0,0.0,1.0,1.0,9800.0,584.0,148.0,9.262078285217285
4339,4.0,70.0,3.0,2.0,1.0,0.0,0.0,500.0,2000.0,100.0,26.0,7.873597621917725
4340,4.0,70.0,1.0,1.0,4.0,0.0,1.0,0.0,1300.0,42.0,20.0,7.217443466186523
4341,4.0,53.0,2.0,2.0,1.0,0.0,1.0,412.0,1500.0,117.0,20.0,7.6255950927734375
4342,4.0,161.0,2.0,2.0,3.0,0.0,1.0,2500.0,4800.0,1125.0,61.0,9.046290397644043
4343,4.0,180.0,3.0,3.0,1.0,0.0,1.0,2200.0,3100.0,300.0,22.0,8.634620666503906
4344,2.0,260.0,2.0,5.0,4.0,0.0,1.0,0.0,4500.0,75.0,80.0,8.44591236114502
4345,0.0,60.0,2.0,1.0,1.0,1.0,1.0,0.0,1150.0,50.0,19.0,7.1066060066223145
4346,4.0,120.0,1.0,2.0,2.0,0.0,0.0,1000.0,9000.0,700.0,115.0,9.289243698120117
4347,2.0,36.0,1.0,1.0,0.0,1.0,1.0,375.0,630.0,24.0,10.0,6.946976184844971
4348,0.0,278.0,4.0,4.0,4.0,0.0,1.0,2400.0,12000.0,155.0,160.0,9.597030639648438
4349,4.0,113.0,2.0,2.0,1.0,0.0,1.0,1000.0,3000.0,50.0,39.0,8.316300392150879
4350,4.0,30.0,1.0,1.0,0.0,0.0,0.0,350.0,3300.0,0.0,42.0,8.214194297790527
4351,4.0,300.0,4.0,3.0,3.0,0.0,1.0,0.0,4000.0,283.0,61.0,8.376781463623047
4352,1.0,48.0,2.0,1.0,1.0,0.0,1.0,288.0,820.0,45.0,11.0,7.060476303100586
4353,4.0,524.0,4.0,5.0,3.0,0.0,0.0,0.0,11050.0,1167.0,167.0,9.423918724060059
4354,4.0,94.0,3.0,2.0,3.0,0.0,1.0,820.0,2200.0,350.0,28.0,8.13123607635498
4355,4.0,320.0,4.0,6.0,4.0,0.0,1.0,5400.0,15000.0,175.0,191.0,9.941312789916992
4356,4.0,51.0,2.0,1.0,1.0,0.0,1.0,450.0,2500.0,17.0,32.0,8.006367683410645
4357,4.0,78.0,2.0,2.0,1.0,0.0,0.0,1250.0,7250.0,390.0,92.0,9.103089332580566
4358,3.0,40.0,1.0,1.0,0.0,0.0,1.0,600.0,1080.0,50.0,14.0,7.464509963989258
4359,4.0,360.0,4.0,4.0,3.0,1.0,1.0,0.0,8000.0,750.0,121.0,9.090655326843262
4360,2.0,47.0,1.0,1.0,1.0,1.0,1.0,650.0,2630.0,135.0,39.0,8.147577285766602
4361,4.0,45.0,2.0,1.0,1.0,0.0,1.0,280.0,1650.0,29.0,21.0,7.591357231140137
4362,0.0,30.0,1.0,1.0,0.0,0.0,1.0,100.0,550.0,35.0,8.0,6.542471885681152
4363,3.0,235.0,4.0,3.0,1.0,1.0,0.0,2500.0,5950.0,500.0,77.0,9.108086585998535
4364,4.0,142.0,3.0,4.0,3.0,1.0,1.0,2000.0,5440.0,400.0,69.0,8.975883483886719
4365,4.0,75.0,2.0,1.0,1.0,0.0,1.0,400.0,3400.0,84.0,44.0,8.276140213012695
4366,3.0,117.0,3.0,1.0,1.0,1.0,1.0,200.0,3700.0,103.0,48.0,8.306965827941895
4367,4.0,280.0,3.0,3.0,5.0,0.0,1.0,0.0,3500.0,2.0,53.0,8.1763916015625
4368,4.0,380.0,4.0,4.0,5.0,0.0,1.0,6000.0,10000.0,2584.0,127.0,9.836867332458496
4369,4.0,133.0,3.0,3.0,2.0,0.0,0.0,2900.0,14000.0,898.0,178.0,9.797070503234863
4370,2.0,83.0,2.0,2.0,1.0,0.0,1.0,450.0,1400.0,67.0,21.0,7.56992769241333
4371,4.0,93.0,2.0,2.0,1.0,0.0,0.0,2400.0,3450.0,84.0,44.0,8.696008682250977
4372,4.0,178.0,3.0,2.0,3.0,0.0,1.0,1000.0,4250.0,167.0,54.0,8.607398986816406
4373,4.0,53.0,2.0,1.0,1.0,0.0,1.0,550.0,1250.0,0.0,16.0,7.504941940307617
4374,4.0,165.0,3.0,3.0,3.0,0.0,1.0,1660.0,2700.0,767.0,35.0,8.549273490905762
4375,4.0,50.0,2.0,1.0,1.0,1.0,1.0,450.0,1900.0,0.0,25.0,7.773173809051514
4376,4.0,100.0,2.0,1.0,2.0,0.0,1.0,0.0,3200.0,67.0,49.0,8.106816291809082
4377,4.0,70.0,2.0,2.0,1.0,0.0,1.0,0.0,2400.0,67.0,37.0,7.826044082641602
4378,4.0,250.0,3.0,4.0,5.0,0.0,1.0,0.0,4000.0,500.0,61.0,8.425516128540039
4379,1.0,55.0,1.0,1.0,1.0,0.0,1.0,640.0,700.0,36.0,9.0,7.234177112579346
4380,0.0,294.0,3.0,4.0,4.0,0.0,1.0,1832.0,3600.0,543.0,48.0,8.703506469726562
4381,2.0,56.0,2.0,1.0,1.0,0.0,1.0,350.0,800.0,38.0,12.0,7.090909957885742
4382,4.0,220.0,3.0,4.0,4.0,0.0,1.0,2300.0,8000.0,834.0,102.0,9.327322959899902
4383,3.0,44.0,1.0,1.0,0.0,0.0,1.0,860.0,1000.0,57.0,13.0,7.565793514251709
4384,0.0,15.0,1.0,1.0,0.0,1.0,0.0,0.0,1100.0,0.0,15.0,7.017506122589111
4385,3.0,80.0,2.0,2.0,1.0,0.0,0.0,650.0,2200.0,67.0,29.0,7.9885430335998535
4386,4.0,70.0,2.0,2.0,1.0,0.0,1.0,665.0,2000.0,0.0,26.0,7.898039817810059
4387,4.0,368.0,4.0,6.0,6.0,0.0,1.0,4448.0,7500.0,2078.0,96.0,9.555418014526367
4388,4.0,35.0,1.0,1.0,0.0,0.0,0.0,420.0,1660.0,0.0,22.0,7.651120185852051
4389,4.0,292.0,4.0,4.0,4.0,0.0,1.0,1700.0,5000.0,686.0,64.0,8.91610336303711
4390,1.0,470.0,4.0,4.0,4.0,0.0,1.0,3800.0,11000.0,1080.0,140.0,9.681655883789062
4391,2.0,68.0,2.0,2.0,2.0,0.0,1.0,350.0,1700.0,60.0,25.0,7.666690349578857
4392,2.0,83.0,2.0,2.0,2.0,0.0,1.0,340.0,1900.0,70.0,28.0,7.757478713989258
4393,0.0,70.0,2.0,2.0,1.0,1.0,0.0,1355.0,4700.0,250.0,63.0,8.759198188781738
4394,3.0,300.0,3.0,4.0,2.0,0.0,1.0,3500.0,13000.0,1105.0,168.0,9.785323143005371
4395,4.0,62.0,1.0,1.0,0.0,0.0,1.0,670.0,2792.0,38.0,36.0,8.17103385925293
4396,4.0,75.0,3.0,2.0,1.0,0.0,1.0,501.0,2900.0,28.0,37.0,8.151044845581055
4397,4.0,75.0,3.0,1.0,1.0,0.0,1.0,0.0,2470.0,0.0,38.0,7.827639579772949
4398,4.0,72.0,3.0,2.0,1.0,0.0,1.0,880.0,1830.0,114.0,24.0,7.954723358154297
4399,4.0,160.0,3.0,3.0,4.0,0.0,1.0,2300.0,5000.0,92.0,64.0,8.916908264160156
4400,4.0,150.0,3.0,4.0,2.0,1.0,1.0,0.0,3400.0,0.0,52.0,8.146998405456543
4401,4.0,224.0,4.0,4.0,3.0,0.0,0.0,2900.0,9350.0,917.0,119.0,9.494842529296875
4402,4.0,540.0,4.0,3.0,5.0,0.0,0.0,1900.0,14000.0,3534.0,211.0,9.885883331298828
4403,3.0,50.0,2.0,1.0,1.0,0.0,1.0,420.0,1600.0,13.0,21.0,7.628031253814697
4404,3.0,80.0,2.0,2.0,1.0,0.0,1.0,928.0,1400.0,59.0,19.0,7.786136627197266
4405,0.0,190.0,3.0,2.0,2.0,0.0,1.0,1500.0,4850.0,502.0,65.0,8.84188175201416
4406,4.0,160.0,3.0,2.0,2.0,0.0,1.0,1515.0,2900.0,400.0,37.0,8.48735237121582
4407,2.0,92.0,3.0,1.0,0.0,0.0,1.0,600.0,1800.0,42.0,27.0,7.811973571777344
4408,4.0,30.0,1.0,1.0,0.0,0.0,1.0,0.0,1550.0,21.0,20.0,7.372746467590332
4409,0.0,268.0,4.0,4.0,3.0,0.0,1.0,700.0,2700.0,250.0,45.0,8.215006828308105
4410,4.0,40.0,1.0,1.0,0.0,0.0,1.0,299.0,1300.0,30.0,17.0,7.406710624694824
4411,3.0,186.0,3.0,1.0,0.0,0.0,1.0,1500.0,1500.0,364.0,20.0,8.12710952758789
4412,4.0,100.0,2.0,2.0,1.0,0.0,1.0,0.0,4800.0,321.0,73.0,8.555452346801758
4413,4.0,120.0,3.0,4.0,2.0,1.0,1.0,2011.0,4009.0,566.0,51.0,8.800565719604492
4414,4.0,160.0,2.0,3.0,2.0,0.0,1.0,1950.0,14000.0,413.0,178.0,9.713597297668457
4415,4.0,224.0,4.0,5.0,2.0,0.0,1.0,0.0,3800.0,731.0,58.0,8.431634902954102
4416,4.0,33.0,2.0,1.0,0.0,0.0,1.0,260.0,2000.0,0.0,26.0,7.734996318817139
4417,4.0,360.0,4.0,5.0,4.0,1.0,0.0,0.0,10000.0,917.0,151.0,9.312084197998047
4418,2.0,444.0,3.0,6.0,4.0,0.0,1.0,3000.0,4500.0,959.0,66.0,9.050875663757324
4419,4.0,93.0,3.0,2.0,2.0,0.0,1.0,750.0,2200.0,84.0,28.0,8.02715015411377
4420,4.0,49.0,1.0,2.0,0.0,0.0,1.0,0.0,1300.0,0.0,17.0,7.183870792388916
4421,4.0,90.0,1.0,1.0,1.0,0.0,1.0,200.0,1300.0,67.0,17.0,7.368339538574219
4422,2.0,96.0,3.0,2.0,2.0,0.0,0.0,730.0,3298.0,70.0,49.0,8.330381393432617
4423,2.0,98.0,2.0,2.0,0.0,1.0,1.0,475.0,1600.0,70.0,24.0,7.6824822425842285
4424,4.0,240.0,3.0,4.0,3.0,0.0,1.0,0.0,6000.0,325.0,91.0,8.766706466674805
4425,0.0,45.0,2.0,1.0,1.0,0.0,1.0,200.0,850.0,50.0,12.0,7.014814376831055
4426,1.0,50.0,2.0,1.0,1.0,0.0,1.0,0.0,800.0,200.0,11.0,6.919683933258057
4427,3.0,160.0,3.0,2.0,1.0,0.0,1.0,1910.0,4500.0,529.0,58.0,8.853379249572754
4428,2.0,67.0,3.0,2.0,1.0,0.0,1.0,350.0,1230.0,60.0,18.0,7.413970470428467
4429,0.0,205.0,4.0,2.0,4.0,0.0,1.0,0.0,3990.0,150.0,66.0,8.344505310058594
4430,4.0,25.0,1.0,1.0,0.0,1.0,1.0,0.0,600.0,0.0,10.0,6.415096759796143
4431,4.0,167.0,3.0,3.0,3.0,0.0,0.0,1500.0,2800.0,542.0,36.0,8.492695808410645
4432,1.0,50.0,1.0,1.0,1.0,0.0,1.0,650.0,900.0,69.0,12.0,7.397561550140381
4433,4.0,104.0,2.0,2.0,2.0,0.0,1.0,1800.0,4150.0,380.0,53.0,8.761549949645996
4434,2.0,40.0,1.0,1.0,1.0,0.0,1.0,200.0,650.0,5.0,10.0,6.763885021209717
4435,0.0,135.0,4.0,2.0,1.0,0.0,1.0,600.0,2200.0,138.0,30.0,7.995980262756348
4436,4.0,210.0,3.0,2.0,2.0,0.0,1.0,0.0,2780.0,500.0,42.0,8.108623504638672
4437,1.0,70.0,2.0,1.0,1.0,0.0,1.0,700.0,1300.0,0.0,17.0,7.609862327575684
4438,4.0,200.0,3.0,3.0,1.0,0.0,1.0,1750.0,3200.0,167.0,41.0,8.548498153686523
4439,4.0,300.0,4.0,4.0,4.0,0.0,1.0,1700.0,2500.0,917.0,32.0,8.546751976013184
4440,3.0,155.0,4.0,3.0,1.0,1.0,0.0,1450.0,8600.0,350.0,111.0,9.260177612304688
4441,4.0,281.0,4.0,4.0,8.0,0.0,0.0,0.0,10000.0,847.0,151.0,9.305741310119629
4442,4.0,23.0,1.0,1.0,0.0,0.0,1.0,383.0,2050.0,40.0,26.0,7.8240461349487305
4443,4.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0,7200.0,0.0,92.0,8.894807815551758
4444,2.0,99.0,3.0,2.0,0.0,0.0,1.0,1450.0,1088.0,112.0,16.0,7.888709545135498
4445,4.0,239.0,3.0,3.0,3.0,0.0,1.0,0.0,7000.0,177.0,106.0,8.89343547821045
4446,4.0,356.0,3.0,4.0,4.0,1.0,1.0,1900.0,9000.0,709.0,136.0,9.37169361114502
4447,4.0,350.0,5.0,5.0,3.0,1.0,0.0,2300.0,10580.0,630.0,135.0,9.521568298339844
4448,4.0,270.0,4.0,5.0,4.0,0.0,1.0,3550.0,12000.0,1720.0,153.0,9.76543140411377
4449,4.0,200.0,4.0,4.0,1.0,1.0,1.0,3200.0,3800.0,834.0,49.0,8.972590446472168
4450,4.0,124.0,3.0,3.0,3.0,0.0,1.0,1560.0,3670.0,709.0,47.0,8.697345733642578
4451,4.0,202.0,3.0,4.0,3.0,0.0,0.0,2500.0,10250.0,834.0,130.0,9.52595329284668
4452,4.0,40.0,1.0,1.0,0.0,0.0,1.0,1200.0,3000.0,225.0,39.0,8.404024124145508
4453,4.0,230.0,2.0,2.0,3.0,0.0,1.0,2700.0,2550.0,845.0,33.0,8.720787048339844
4454,2.0,45.0,1.0,1.0,1.0,0.0,1.0,300.0,595.0,21.0,9.0,6.830874443054199
4455,4.0,23.0,1.0,1.0,1.0,0.0,1.0,472.0,2300.0,59.0,30.0,7.959275722503662
4456,4.0,340.0,4.0,4.0,0.0,0.0,1.0,0.0,4000.0,334.0,61.0,8.388450622558594
4457,4.0,342.0,5.0,6.0,5.0,1.0,1.0,0.0,6000.0,422.0,91.0,8.781708717346191
4458,4.0,93.0,2.0,2.0,2.0,0.0,0.0,1166.0,5500.0,325.0,70.0,8.862483978271484
4459,4.0,174.0,3.0,4.0,3.0,1.0,1.0,2500.0,10400.0,817.0,132.0,9.536112785339355
4460,3.0,95.0,2.0,3.0,2.0,0.0,1.0,1300.0,2000.0,159.0,26.0,8.156510353088379
4461,4.0,104.0,2.0,2.0,2.0,1.0,0.0,930.0,3100.0,34.0,40.0,8.319960594177246
4462,4.0,65.0,1.0,1.0,1.0,1.0,1.0,1000.0,2500.0,0.0,32.0,8.169902801513672
4463,4.0,90.0,1.0,1.0,0.0,0.0,1.0,0.0,2200.0,109.0,34.0,7.759613990783691
4464,3.0,104.0,3.0,2.0,1.0,0.0,1.0,990.0,2500.0,125.0,33.0,8.202208518981934
4465,4.0,78.0,2.0,2.0,2.0,0.0,1.0,450.0,2700.0,0.0,35.0,8.066521644592285
4466,4.0,140.0,3.0,2.0,2.0,0.0,1.0,0.0,3200.0,225.0,49.0,8.153349876403809
4467,4.0,50.0,2.0,2.0,1.0,0.0,1.0,380.0,1900.0,0.0,25.0,7.743269920349121
4468,4.0,270.0,4.0,3.0,3.0,0.0,1.0,0.0,10900.0,392.0,164.0,9.346705436706543
4469,3.0,131.0,2.0,1.0,0.0,0.0,1.0,600.0,790.0,128.0,11.0,7.3330230712890625
4470,2.0,69.0,2.0,2.0,1.0,0.0,0.0,573.0,1500.0,107.0,22.0,7.697575569152832
4471,4.0,630.0,4.0,6.0,4.0,1.0,1.0,0.0,12300.0,2667.0,185.0,9.625822067260742
4472,4.0,140.0,3.0,3.0,2.0,0.0,1.0,2000.0,5100.0,167.0,65.0,8.900139808654785
4473,4.0,255.0,3.0,4.0,4.0,0.0,0.0,1650.0,5000.0,125.0,64.0,8.83054256439209
4474,4.0,187.0,4.0,3.0,2.0,0.0,1.0,2269.0,5430.0,598.0,69.0,9.032051086425781
4475,2.0,120.0,3.0,2.0,1.0,0.0,1.0,0.0,1020.0,25.0,15.0,6.9669671058654785
4476,2.0,50.0,2.0,1.0,1.0,0.0,1.0,0.0,1000.0,25.0,18.0,6.950814723968506
4477,4.0,190.0,3.0,3.0,1.0,0.0,1.0,2150.0,6300.0,459.0,80.0,9.10386848449707
4478,4.0,16.0,1.0,1.0,0.0,1.0,1.0,0.0,980.0,0.0,13.0,6.901737213134766
4479,4.0,92.0,2.0,1.0,1.0,1.0,1.0,0.0,6860.0,0.0,87.0,8.846209526062012
4480,4.0,56.0,3.0,1.0,0.0,0.0,0.0,296.0,1900.0,30.0,25.0,7.719573974609375
4481,0.0,58.0,1.0,2.0,2.0,0.0,1.0,304.0,1400.0,100.0,19.0,7.508787155151367
4482,4.0,45.0,2.0,1.0,1.0,0.0,1.0,270.0,1620.0,59.0,21.0,7.586296081542969
4483,3.0,70.0,2.0,2.0,1.0,0.0,1.0,690.0,850.0,0.0,11.0,7.347299575805664
4484,0.0,125.0,3.0,3.0,1.0,0.0,1.0,745.0,2100.0,218.0,28.0,8.03657341003418
4485,4.0,79.0,3.0,2.0,0.0,0.0,0.0,493.0,1250.0,78.0,16.0,7.516433238983154
4486,1.0,62.0,2.0,2.0,2.0,0.0,1.0,600.0,1900.0,82.0,25.0,7.866338729858398
4487,1.0,55.0,1.0,1.0,0.0,0.0,1.0,480.0,1200.0,50.0,16.0,7.465655326843262
4488,4.0,84.0,2.0,2.0,0.0,0.0,1.0,747.0,1500.0,0.0,20.0,7.726653575897217
4489,1.0,58.0,2.0,2.0,2.0,0.0,1.0,400.0,2200.0,100.0,28.0,7.911690711975098
4490,4.0,80.0,2.0,1.0,0.0,1.0,1.0,0.0,1400.0,100.0,22.0,7.328437328338623
4491,4.0,196.0,4.0,4.0,5.0,0.0,1.0,4600.0,12500.0,1667.0,159.0,9.848556518554688
4492,4.0,326.0,3.0,4.0,4.0,0.0,1.0,2808.0,6500.0,1605.0,83.0,9.305741310119629
4493,0.0,54.0,2.0,1.0,2.0,0.0,1.0,114.0,900.0,120.0,12.0,7.044905185699463
4494,2.0,62.0,1.0,1.0,0.0,0.0,1.0,150.0,900.0,13.0,14.0,6.982862949371338
4495,4.0,72.0,2.0,1.0,1.0,1.0,0.0,510.0,1350.0,100.0,18.0,7.590346813201904
4496,4.0,156.0,3.0,2.0,2.0,0.0,1.0,2322.0,7500.0,385.0,96.0,9.239995956420898
4497,4.0,250.0,3.0,2.0,8.0,0.0,1.0,0.0,6500.0,1360.0,98.0,8.98205852508545
4498,4.0,45.0,1.0,1.0,1.0,0.0,0.0,900.0,2450.0,158.0,32.0,8.172164916992188
4499,4.0,200.0,4.0,4.0,3.0,0.0,0.0,3700.0,5000.0,0.0,64.0,9.078521728515625
4500,0.0,131.0,3.0,2.0,3.0,0.0,0.0,586.0,2750.0,351.0,37.0,8.222822189331055
4501,4.0,55.0,1.0,1.0,1.0,1.0,0.0,1400.0,2860.0,184.0,37.0,8.407824516296387
4502,4.0,118.0,3.0,2.0,2.0,0.0,0.0,1880.0,8500.0,434.0,108.0,9.298442840576172
4503,4.0,300.0,3.0,4.0,1.0,0.0,1.0,0.0,4500.0,542.0,68.0,8.53915023803711
4504,4.0,45.0,1.0,1.0,1.0,0.0,1.0,606.0,2500.0,15.0,32.0,8.056427001953125
4505,0.0,372.0,3.0,4.0,3.0,0.0,1.0,0.0,5500.0,343.0,91.0,8.68862247467041
4506,4.0,55.0,1.0,1.0,1.0,1.0,0.0,642.0,1600.0,0.0,21.0,7.724888324737549
4507,1.0,55.0,2.0,1.0,1.0,0.0,1.0,350.0,1397.0,80.0,18.0,7.520776271820068
4508,4.0,46.0,2.0,1.0,0.0,1.0,1.0,2000.0,1230.0,34.0,16.0,8.095903396606445
4509,4.0,24.0,1.0,1.0,1.0,1.0,1.0,0.0,1310.0,0.0,20.0,7.193686008453369
4510,4.0,52.0,2.0,1.0,1.0,0.0,1.0,0.0,1450.0,0.0,19.0,7.293017864227295
4511,4.0,180.0,4.0,3.0,2.0,0.0,1.0,2650.0,5500.0,667.0,70.0,9.09245777130127
4512,4.0,97.0,3.0,2.0,2.0,0.0,1.0,1055.0,1950.0,325.0,25.0,8.118505477905273
4513,4.0,200.0,3.0,2.0,4.0,0.0,1.0,0.0,3500.0,0.0,53.0,8.17582893371582
4514,4.0,67.0,2.0,2.0,2.0,0.0,0.0,620.0,5000.0,224.0,64.0,8.684231758117676
4515,2.0,101.0,2.0,1.0,2.0,0.0,1.0,750.0,1600.0,300.0,24.0,7.891704559326172
4516,0.0,240.0,4.0,4.0,3.0,0.0,1.0,0.0,4600.0,0.0,62.0,8.44741439819336
4517,4.0,250.0,6.0,2.0,2.0,0.0,1.0,0.0,2472.0,26.0,38.0,7.838737487792969
4518,1.0,94.0,3.0,1.0,0.0,0.0,1.0,710.0,1000.0,90.0,13.0,7.503289699554443
4519,4.0,50.0,1.0,1.0,0.0,0.0,0.0,415.0,2000.0,73.0,26.0,7.830028057098389
4520,2.0,74.0,2.0,2.0,2.0,0.0,1.0,600.0,2500.0,0.0,37.0,8.05134105682373
4521,1.0,105.0,2.0,1.0,1.0,0.0,1.0,900.0,1400.0,77.0,18.0,7.781556129455566
4522,2.0,38.0,1.0,1.0,0.0,1.0,0.0,300.0,1600.0,34.0,24.0,7.580189228057861
